Mesh_id,Link_id,Locptid,Loctabcode,Locdir,Dir
514565,86230179,441,32,+,1
514565,86230180,442,32,+,1
514565,86230185,443,32,+,1
514565,86230198,444,32,+,1
514565,86454586,445,32,+,1
514565,86454589,445,32,+,1
514565,86454596,446,32,+,1
514565,86454602,447,32,+,1
514565,86454606,447,32,+,1
514565,86454605,448,32,+,1
514565,86454614,449,32,+,1
514565,86454615,450,32,+,1
514565,86454618,450,32,+,1
514565,86454621,451,32,+,1
514565,86454622,452,32,+,1
514565,86454623,453,32,+,1
514565,86454643,454,32,+,1
514565,91879898,454,32,+,1
514565,91879899,454,32,+,1
514565,86454654,455,32,+,1
514565,86454672,456,32,+,1
514566,86454682,456,32,+,1
514565,86454683,456,32,+,1
514566,86454684,456,32,+,1
514565,86454679,456,32,+,1
514565,91879945,456,32,+,1
514565,86454685,457,32,+,1
514565,86454686,458,32,+,1
514565,86454738,459,32,+,1
514565,86454741,459,32,+,1
514565,86454773,460,32,+,1
514575,86454774,460,32,+,1
514575,86753051,460,32,+,1
514565,86454779,461,32,+,1
514565,86454780,461,32,+,1
514565,86454787,462,32,+,1
514565,86454788,462,32,+,1
514565,86454786,462,32,+,1
514565,86454784,462,32,+,1
514565,86454782,462,32,+,1
514565,86454791,463,32,+,1
514565,86454792,464,32,+,1
514565,86454795,465,32,+,1
514565,91879869,466,32,+,1
514565,91879870,467,32,+,1
514565,91879872,468,32,+,1
514565,91879873,469,32,+,1
514565,91879874,470,32,+,1
514565,91879895,471,32,+,1
514565,91879903,472,32,+,1
514565,91879906,473,32,+,1
514565,91879915,474,32,+,1
514565,91879918,474,32,+,1
514565,91879919,475,32,+,1
514565,91879921,476,32,+,1
514565,91879922,477,32,+,1
514565,91879923,478,32,+,1
514565,91879925,478,32,+,1
514565,91879929,479,32,+,1
514565,91879930,480,32,+,1
514565,91879931,481,32,+,1
514565,91879932,482,32,+,1
514565,91879933,483,32,+,1
514565,91879944,484,32,+,1
514565,91879946,485,32,+,1
514565,91879972,486,32,+,1
514565,91879975,487,32,+,1
514565,91879976,488,32,+,1
514565,91879977,489,32,+,1
514565,91879978,490,32,+,1
514565,86454778,490,32,+,1
514565,91879979,491,32,+,1
514565,91880191,492,32,+,1
514565,91880195,493,32,+,1
514565,91880202,494,32,+,1
514565,91880203,495,32,+,1
514565,95924065,496,32,+,1
514565,95924071,497,32,+,1
514565,95924074,498,32,+,1
514565,95924075,499,32,+,1
514565,95924081,499,32,+,1
514565,95924078,500,32,+,1
514565,95924084,501,32,+,1
514565,95924086,502,32,+,1
514565,95924087,503,32,+,1
514565,95924088,504,32,+,1
514565,95924097,505,32,+,1
514565,95924103,505,32,+,1
514565,95924104,505,32,+,1
514566,1373623,506,32,+,1
514566,1375155,507,32,+,1
514566,1375160,508,32,+,1
514566,1387121,508,32,+,1
514566,1375163,509,32,+,1
514566,1375166,509,32,+,1
514566,1375184,510,32,+,1
514566,1375187,511,32,+,1
514566,1375189,512,32,+,1
514566,1376671,513,32,+,1
514566,1376676,513,32,+,1
514566,1376680,514,32,+,1
514566,1376682,514,32,+,1
514566,1376687,515,32,+,1
514566,1375124,515,32,+,1
514566,1375126,515,32,+,1
514566,1375130,515,32,+,1
514566,1376627,515,32,+,1
514566,1376690,516,32,+,1
514566,1376724,517,32,+,1
514566,1378101,518,32,+,1
514566,1378104,519,32,+,1
514566,1378122,520,32,+,1
514566,1378124,521,32,+,1
514566,1378127,522,32,+,1
514566,1378128,523,32,+,1
514566,1378131,524,32,+,1
514566,1385601,524,32,+,1
514566,1378145,525,32,+,1
514566,1378147,526,32,+,1
514566,1378150,527,32,+,1
514566,1378174,528,32,+,1
514566,1379610,529,32,+,1
514566,86454463,529,32,+,1
514566,1380945,530,32,+,1
514566,1380953,531,32,+,1
514566,1380956,532,32,+,1
514566,1380965,533,32,+,1
514566,1380989,534,32,+,1
514566,1382490,535,32,+,1
514566,1382499,536,32,+,1
514566,1382502,536,32,+,1
514566,1382505,537,32,+,1
514566,1384012,537,32,+,1
514566,1384015,537,32,+,1
514566,1383996,538,32,+,1
514566,1384003,539,32,+,1
514566,1384006,540,32,+,1
514566,1384040,541,32,+,1
514566,1384038,541,32,+,1
514566,1375144,541,32,+,1
514566,1382497,541,32,+,1
514566,1382494,541,32,+,1
514566,1382485,541,32,+,1
514566,1382489,541,32,+,1
514566,1384055,542,32,+,1
514566,1385526,542,32,+,1
514566,1384062,543,32,+,1
514566,1385527,543,32,+,1
514566,1385530,544,32,+,1
514566,1385532,544,32,+,1
514566,1385535,545,32,+,1
514566,1385538,545,32,+,1
514566,1385557,546,32,+,1
514566,86454528,546,32,+,1
514566,86454529,546,32,+,1
514566,86454527,546,32,+,1
514566,86454525,546,32,+,1
514566,86454523,546,32,+,1
514566,86454521,546,32,+,1
514566,86454519,546,32,+,1
514566,86454517,546,32,+,1
514566,86454515,546,32,+,1
514566,86454512,546,32,+,1
514566,86695388,546,32,+,1
514566,86695389,546,32,+,1
514566,86454511,546,32,+,1
514566,86454509,546,32,+,1
514566,86454506,546,32,+,1
514566,86454507,546,32,+,1
514566,86454503,546,32,+,1
514566,86454501,546,32,+,1
514566,86454499,546,32,+,1
514566,86454496,546,32,+,1
514566,1385590,547,32,+,1
514566,1385598,548,32,+,1
514566,1385604,549,32,+,1
514566,1385610,550,32,+,1
514566,1385621,551,32,+,1
514566,1385623,551,32,+,1
514566,1387096,551,32,+,1
514566,1387110,552,32,+,1
514566,1390246,552,32,+,1
514566,1387108,552,32,+,1
514566,1387125,553,32,+,1
514566,1387127,554,32,+,1
514566,1387131,555,32,+,1
514566,1387132,556,32,+,1
514566,1387136,557,32,+,1
514566,1387139,557,32,+,1
514566,1387141,558,32,+,1
514566,1387144,559,32,+,1
514566,1387153,559,32,+,1
514566,1387169,559,32,+,1
514566,1387189,559,32,+,1
514566,1387147,560,32,+,1
514566,1387156,561,32,+,1
514566,1387160,562,32,+,1
514566,1387163,563,32,+,1
514566,1387166,564,32,+,1
514566,1387172,565,32,+,1
514566,1387173,566,32,+,1
514566,1387178,567,32,+,1
514566,1387180,568,32,+,1
514566,1387183,569,32,+,1
514566,1387187,570,32,+,1
514566,1387193,571,32,+,1
514566,1388677,572,32,+,1
514566,1388680,573,32,+,1
514566,1388683,574,32,+,1
514566,1388685,575,32,+,1
514566,1388687,575,32,+,1
514566,1388690,575,32,+,1
514566,1388693,576,32,+,1
514566,1388696,577,32,+,1
514566,1388699,578,32,+,1
514566,1388702,579,32,+,1
514566,1388704,579,32,+,1
514566,1388716,580,32,+,1
514566,1388719,581,32,+,1
514566,1388723,582,32,+,1
514566,1388727,583,32,+,1
514566,1388729,584,32,+,1
514566,1388731,584,32,+,1
514566,1388754,585,32,+,1
514566,1390253,586,32,+,1
514566,1390261,587,32,+,1
514566,1391759,588,32,+,1
514566,1391803,589,32,+,1
514566,1391807,590,32,+,1
514566,1393279,591,32,+,1
514566,1393330,592,32,+,1
514566,1393332,593,32,+,1
514566,1393335,594,32,+,1
514566,1393345,595,32,+,1
514566,1393349,596,32,+,1
514566,1393357,597,32,+,1
514566,1393361,598,32,+,1
514566,1393363,599,32,+,1
514566,86454454,599,32,+,1
514566,86454452,599,32,+,1
514566,1393365,600,32,+,1
514566,1393368,601,32,+,1
514566,1394918,602,32,+,1
514566,1394939,603,32,+,1
514566,16078529,604,32,+,1
514566,16078530,605,32,+,1
514566,16078531,606,32,+,1
514566,16078532,607,32,+,1
514566,16078533,607,32,+,1
514566,91880036,607,32,+,1
514566,16078535,608,32,+,1
514566,16078536,609,32,+,1
514566,16078539,610,32,+,1
514566,16078540,610,32,+,1
514566,16078541,611,32,+,1
514566,16078542,612,32,+,1
514566,16078547,613,32,+,1
514566,16078550,613,32,+,1
514566,16078556,614,32,+,1
514566,16078557,614,32,+,1
514566,16078562,615,32,+,1
514566,16078563,615,32,+,1
514566,16078564,616,32,+,1
514566,16078565,617,32,+,1
514566,16078570,618,32,+,1
514566,16078571,618,32,+,1
514566,16078762,619,32,+,1
514566,91880014,619,32,+,1
514566,16078776,619,32,+,1
514566,16078777,619,32,+,1
514566,16078764,620,32,+,1
514566,16078765,621,32,+,1
514566,16078770,622,32,+,1
514566,16078771,622,32,+,1
514566,16078772,623,32,+,1
514566,16078773,624,32,+,1
514566,16078774,625,32,+,1
514566,16078775,626,32,+,1
514566,16078807,627,32,+,1
514566,16078808,627,32,+,1
514566,16078809,628,32,+,1
514566,16078812,629,32,+,1
514566,16078815,630,32,+,1
514566,16078817,631,32,+,1
514566,16078818,632,32,+,1
514566,16078819,632,32,+,1
514566,16078820,633,32,+,1
514566,16078821,633,32,+,1
514566,16078822,634,32,+,1
514566,16078823,635,32,+,1
514566,16078824,635,32,+,1
514566,16078826,636,32,+,1
514566,16078827,636,32,+,1
514566,16078828,637,32,+,1
514566,16078829,637,32,+,1
514566,95924127,637,32,+,1
514566,16078860,638,32,+,1
514566,16078861,639,32,+,1
514566,16078865,640,32,+,1
514566,16078867,641,32,+,1
514566,16078868,641,32,+,1
514566,16221914,642,32,+,1
514566,16222018,643,32,+,1
514566,16222019,644,32,+,1
514566,16222020,645,32,+,1
514566,16222021,646,32,+,1
514566,16222026,647,32,+,1
514566,16222027,648,32,+,1
514566,16222028,649,32,+,1
514566,16222029,650,32,+,1
514566,49719333,651,32,+,1
514566,16078534,651,32,+,1
514566,49719337,652,32,+,1
514576,49719338,652,32,+,1
514576,49719339,652,32,+,1
514576,49719340,652,32,+,1
514576,91880047,652,32,+,1
514566,49719342,653,32,+,1
514566,49719343,653,32,+,1
514566,86454421,654,32,+,1
514566,86454422,654,32,+,1
514566,86454425,655,32,+,1
514566,86454426,655,32,+,1
514566,86454427,656,32,+,1
514566,86454428,656,32,+,1
514566,86454429,657,32,+,1
514566,86454430,657,32,+,1
514566,86454439,658,32,+,1
514566,86454440,658,32,+,1
514566,86454437,658,32,+,1
514576,86454438,658,32,+,1
514576,86753052,658,32,+,1
514576,91880048,658,32,+,1
514566,86454443,659,32,+,1
514566,86454444,659,32,+,1
514566,16078813,659,32,+,1
514566,16078814,659,32,+,1
514566,86454445,660,32,+,1
514566,86454446,661,32,+,1
514566,1391818,661,32,+,1
514566,86454448,662,32,+,1
514566,86454449,663,32,+,1
514566,86454453,664,32,+,1
514566,86454459,665,32,+,1
514566,86454461,666,32,+,1
514566,86454462,667,32,+,1
514566,86454464,668,32,+,1
514566,86454465,669,32,+,1
514566,86454466,669,32,+,1
514566,86454467,670,32,+,1
514566,86454468,671,32,+,1
514566,86454469,671,32,+,1
514566,86454536,672,32,+,1
514566,86454537,673,32,+,1
514566,86454540,673,32,+,1
514566,86454543,674,32,+,1
514566,86454689,675,32,+,1
514566,86454692,676,32,+,1
514566,86454693,677,32,+,1
514566,91880026,677,32,+,1
514566,86454705,678,32,+,1
514566,86454708,678,32,+,1
514566,86454717,679,32,+,1
514566,86454720,679,32,+,1
514566,86454725,680,32,+,1
514566,86454753,681,32,+,1
514566,86454760,682,32,+,1
514566,86454761,682,32,+,1
514566,91879947,683,32,+,1
514566,91879949,684,32,+,1
514566,91879950,685,32,+,1
514566,91879951,686,32,+,1
514566,91879952,687,32,+,1
514566,91879948,687,32,+,1
514566,91879953,688,32,+,1
514566,91880002,689,32,+,1
514566,91880007,690,32,+,1
514566,91880021,691,32,+,1
514566,91880022,691,32,+,1
514566,91880025,692,32,+,1
514566,91880027,693,32,+,1
514566,91880032,693,32,+,1
514566,91880030,693,32,+,1
514566,91880029,694,32,+,1
514566,91880033,695,32,+,1
514566,91880034,695,32,+,1
514566,91880035,696,32,+,1
514566,91880037,697,32,+,1
514566,91880038,698,32,+,1
514566,91880043,699,32,+,1
514566,91880044,700,32,+,1
514566,91880045,700,32,+,1
514566,91880046,701,32,+,1
514566,91880059,702,32,+,1
514566,91880060,703,32,+,1
514566,91880062,703,32,+,1
514566,91880061,704,32,+,1
514566,91880068,705,32,+,1
514566,91880069,706,32,+,1
514566,91880074,707,32,+,1
514566,91880075,708,32,+,1
514566,91880192,709,32,+,1
514566,91880193,710,32,+,1
514566,86454750,710,32,+,1
514566,95924106,711,32,+,1
514566,95924111,712,32,+,1
514566,95924109,712,32,+,1
514566,95924116,713,32,+,1
514566,95924117,713,32,+,1
514566,95924118,714,32,+,1
514566,95924119,714,32,+,1
514566,95924122,715,32,+,1
514566,95924123,715,32,+,1
514566,95924124,716,32,+,1
514566,95924125,716,32,+,1
514566,95924120,716,32,+,1
514566,95924121,716,32,+,1
514566,95924126,717,32,+,1
514566,95924128,718,32,+,1
514566,95924129,719,32,+,1
514566,95924130,720,32,+,1
514574,1550663,721,32,+,1
514575,2205562,721,32,+,1
514575,2207128,721,32,+,1
514575,2208648,721,32,+,1
514574,16007110,721,32,+,1
514574,16007112,721,32,+,1
514574,16007113,721,32,+,1
514574,1552145,722,32,+,1
514574,1553733,722,32,+,1
514574,1556867,722,32,+,1
514574,1552185,723,32,+,1
514574,1553750,723,32,+,1
514564,2294646,723,32,+,1
514574,1553752,723,32,+,1
514574,1555335,723,32,+,1
514574,1555294,724,32,+,1
514574,1555346,725,32,+,1
514574,1555352,726,32,+,1
514574,16007103,726,32,+,1
514574,16007105,726,32,+,1
514574,1556863,727,32,+,1
514574,16007100,728,32,+,1
514574,16007109,729,32,+,1
514574,16007118,730,32,+,1
514575,16007130,731,32,+,1
514575,16078479,732,32,+,1
514575,16078480,732,32,+,1
514575,16078481,733,32,+,1
514575,16078482,734,32,+,1
514575,16078793,735,32,+,1
514575,16078794,735,32,+,1
514575,2200957,736,32,+,1
514575,15222286,736,32,+,1
514575,15222285,736,32,+,1
514575,2200967,737,32,+,1
514575,2200990,738,32,+,1
514575,2202466,739,32,+,1
514575,2202487,740,32,+,1
514575,2202492,741,32,+,1
514575,2202498,742,32,+,1
514575,2202517,743,32,+,1
514575,2202527,744,32,+,1
514575,2203984,745,32,+,1
514575,2204057,746,32,+,1
514575,2205528,747,32,+,1
514575,2205575,748,32,+,1
514575,86404529,748,32,+,1
514575,2205580,749,32,+,1
514575,2205619,749,32,+,1
514575,2205578,749,32,+,1
514575,2205591,750,32,+,1
514575,2205592,751,32,+,1
514575,2200955,751,32,+,1
514575,2205599,752,32,+,1
514575,2205604,753,32,+,1
514575,86404480,754,32,+,1
514575,86404481,755,32,+,1
514575,86404482,756,32,+,1
514575,86404483,756,32,+,1
514575,86404492,757,32,+,1
514575,86404493,757,32,+,1
514575,86404496,758,32,+,1
514575,86404499,758,32,+,1
514575,86404505,759,32,+,1
514575,86404502,759,32,+,1
514575,86404506,760,32,+,1
514575,86404507,760,32,+,1
514575,2200984,760,32,+,1
514575,86404518,761,32,+,1
514575,86404521,761,32,+,1
514575,86404530,762,32,+,1
514575,2205573,762,32,+,1
514575,86404531,763,32,+,1
514575,86404641,764,32,+,1
514575,91880181,764,32,+,1
514575,86404651,765,32,+,1
514575,86404654,766,32,+,1
514575,86404657,767,32,+,1
514575,16007135,767,32,+,1
514575,86753045,768,32,+,1
514575,86753048,769,32,+,1
514575,86753049,769,32,+,1
514575,91879865,770,32,+,1
514575,91879882,771,32,+,1
514575,91879885,772,32,+,1
514575,91879888,773,32,+,1
514575,91879889,774,32,+,1
514575,91879890,775,32,+,1
514575,91879985,776,32,+,1
514575,91879998,777,32,+,1
514576,16007185,778,32,+,1
514576,49719345,779,32,+,1
514566,49719346,779,32,+,1
514576,86404935,780,32,+,1
514576,86404933,780,32,+,1
514576,86404937,781,32,+,1
514576,940037,781,32,+,1
514576,86404951,782,32,+,1
514576,86404952,782,32,+,1
514576,86404950,782,32,+,1
514576,86404948,782,32,+,1
514576,86404946,782,32,+,1
514576,86404965,783,32,+,1
514576,86404966,783,32,+,1
514576,86404964,783,32,+,1
514576,86404956,783,32,+,1
514576,86404985,784,32,+,1
514576,86404986,784,32,+,1
514576,938527,785,32,+,1
514576,86124486,785,32,+,1
514576,86124487,785,32,+,1
514576,86753076,785,32,+,1
514576,86753078,785,32,+,1
514576,86753079,785,32,+,1
514576,938540,786,32,+,1
514576,938543,787,32,+,1
514576,938544,788,32,+,1
514566,1385587,788,32,+,1
514576,938545,789,32,+,1
514576,938546,790,32,+,1
514576,88533366,790,32,+,1
514576,88533367,790,32,+,1
514576,940019,790,32,+,1
514576,86404942,790,32,+,1
514576,940012,791,32,+,1
514566,1391797,792,32,+,1
514566,1391790,793,32,+,1
514566,1391785,794,32,+,1
514566,1391794,794,32,+,1
514566,88659994,795,32,+,1
514566,88659993,795,32,+,1
514566,1376646,795,32,+,1
514566,1384048,795,32,+,1
514566,1384044,795,32,+,1
514566,1373656,795,32,+,1
514566,1373653,795,32,+,1
514566,1378175,795,32,+,1
514566,88659995,795,32,+,1
514566,88659996,795,32,+,1
514565,1634453,796,32,+,1
514565,1634454,796,32,+,1
514565,1634392,796,32,+,1
514565,1628221,796,32,+,1
514565,1634394,796,32,+,1
514565,1634397,796,32,+,1
514565,16007124,796,32,+,1
514565,16007125,796,32,+,1
514565,86230114,796,32,+,1
514565,86230115,796,32,+,1
514565,86230113,796,32,+,1
514565,86230110,796,32,+,1
514565,86230107,796,32,+,1
514565,1635959,796,32,+,1
514564,2294687,796,32,+,1
514564,2294688,796,32,+,1
514564,16007126,796,32,+,1
514564,16007127,796,32,+,1
514564,16007128,796,32,+,1
514564,16007129,796,32,+,1
514576,938523,797,32,+,1
514575,2200988,797,32,+,1
514576,938522,797,32,+,1
514575,2200986,797,32,+,1
514576,16078797,797,32,+,1
514576,16078799,797,32,+,1
514576,16078801,797,32,+,1
514576,16078802,797,32,+,1
514576,938542,797,32,+,1
514576,938539,797,32,+,1
514575,86404525,797,32,+,1
514575,86404527,797,32,+,1
514575,86404563,797,32,+,1
514575,86404564,797,32,+,1
514575,86404562,797,32,+,1
514575,2205569,797,32,+,1
514575,2205571,797,32,+,1
514576,16007188,797,32,+,1
514576,16007189,797,32,+,1
514576,16007187,797,32,+,1
514576,86404931,797,32,+,1
514576,940026,797,32,+,1
514575,2202460,798,32,+,1
514565,1632858,798,32,+,1
514565,91879881,799,32,+,1
514575,86404468,800,32,+,1
514575,2202548,801,32,+,1
514575,16078785,801,32,+,1
514575,16078786,801,32,+,1
514575,2203993,801,32,+,1
514575,2202508,802,32,+,1
514575,86404484,802,32,+,1
514575,86404485,802,32,+,1
514575,16078778,803,32,+,1
514575,16078779,803,32,+,1
514575,2202532,803,32,+,1
514575,2205520,803,32,+,1
514575,2205522,803,32,+,1
514575,86404464,803,32,+,1
514575,2204029,804,32,+,1
514575,2204027,804,32,+,1
514575,2204021,804,32,+,1
514575,2204009,804,32,+,1
514575,2203997,804,32,+,1
514575,2204005,805,32,+,1
514575,2204016,805,32,+,1
514575,2204037,805,32,+,1
514575,2204039,805,32,+,1
514575,86404466,806,32,+,1
514575,2205532,806,32,+,1
514575,2205530,806,32,+,1
514575,2202546,806,32,+,1
514575,16078784,806,32,+,1
514575,16078783,806,32,+,1
514575,91879989,806,32,+,1
514575,91879988,806,32,+,1
514575,2204003,806,32,+,1
514575,2205545,806,32,+,1
514575,2205547,806,32,+,1
514575,2204044,806,32,+,1
514575,86404470,806,32,+,1
514575,86404471,806,32,+,1
514575,2204035,806,32,+,1
514575,2202504,806,32,+,1
514575,2202506,806,32,+,1
514575,2204031,806,32,+,1
514575,2205543,806,32,+,1
514575,2205541,806,32,+,1
514575,2204022,806,32,+,1
514575,86404473,806,32,+,1
514575,86404472,806,32,+,1
514575,91879994,806,32,+,1
514575,91879993,806,32,+,1
514575,2202519,806,32,+,1
514575,2202540,806,32,+,1
514565,16078731,807,32,+,1
514565,16078732,807,32,+,1
514565,1629774,807,32,+,1
514565,1632851,807,32,+,1
514565,1632853,807,32,+,1
514565,1626627,807,32,+,1
514565,1625092,807,32,+,1
514565,1625088,807,32,+,1
514565,1628171,807,32,+,1
514565,1628208,807,32,+,1
514565,86454651,807,32,+,1
514565,86454650,807,32,+,1
514565,1628192,807,32,+,1
514565,86454647,807,32,+,1
514565,86454648,807,32,+,1
514565,1628209,807,32,+,1
514565,1628172,807,32,+,1
514565,86454646,807,32,+,1
514565,86454645,807,32,+,1
514565,1625094,807,32,+,1
514565,1631286,807,32,+,1
514565,1629772,807,32,+,1
514565,86454625,807,32,+,1
514565,86454624,807,32,+,1
514565,1637578,807,32,+,1
514565,1637577,807,32,+,1
514565,1637575,807,32,+,1
514565,86454620,807,32,+,1
514565,86454619,807,32,+,1
514565,86454610,807,32,+,1
514565,1632830,807,32,+,1
514565,1632834,807,32,+,1
514565,1632833,807,32,+,1
514565,1632831,807,32,+,1
514565,86454612,807,32,+,1
514565,86454616,807,32,+,1
514565,86454617,807,32,+,1
514565,1637593,807,32,+,1
514565,1637587,807,32,+,1
514565,1637589,807,32,+,1
514565,16078731,807,32,+,1
514565,1625111,808,32,+,1
514565,1636004,809,32,+,1
514565,1629757,809,32,+,1
514565,86454639,810,32,+,1
514575,86404660,811,32,+,1
514565,1636023,812,32,+,1
514565,1636021,813,32,+,1
514565,1625100,814,32,+,1
514565,1629763,814,32,+,1
514565,1628164,814,32,+,1
514565,1636021,814,32,+,1
514565,1631354,815,32,+,1
514565,1631355,815,32,+,1
514565,1628206,816,32,+,1
514575,2200980,817,32,+,1
514565,86695187,818,32,+,1
514565,86695188,818,32,+,1
514565,86695186,818,32,+,1
514565,1626655,819,32,+,1
514565,86454635,820,32,+,1
514565,86454637,820,32,+,1
514565,91879901,820,32,+,1
514565,91879902,820,32,+,1
514565,1625150,821,32,+,1
514565,1629718,821,32,+,1
514565,1629719,821,32,+,1
514565,1625151,821,32,+,1
514565,1625119,821,32,+,1
514565,1635985,821,32,+,1
514565,1635987,821,32,+,1
514566,1391761,822,32,+,1
514565,16078750,823,32,+,1
514565,16078761,824,32,+,1
514565,86454801,825,32,+,1
514565,86454803,825,32,+,1
514565,86454804,825,32,+,1
514566,86454756,826,32,+,1
514566,16078768,826,32,+,1
514566,16078769,826,32,+,1
514566,16078767,826,32,+,1
514565,86454805,827,32,+,1
514565,16078493,827,32,+,1
514565,16078494,827,32,+,1
514565,1626591,827,32,+,1
514565,1628176,827,32,+,1
514566,16222022,827,32,+,1
514566,16222023,827,32,+,1
514566,1373604,827,32,+,1
514566,16222024,827,32,+,1
514566,16222025,827,32,+,1
514566,16222017,827,32,+,1
514566,1373626,827,32,+,1
514565,1625102,828,32,+,1
514565,86230169,828,32,+,1
514565,86230170,828,32,+,1
514565,1632816,828,32,+,1
514565,86454661,828,32,+,1
514565,86454662,828,32,+,1
514565,86454660,828,32,+,1
514565,86454658,828,32,+,1
514565,1629796,828,32,+,1
514565,1629797,828,32,+,1
514565,1625158,828,32,+,1
514565,91879916,828,32,+,1
514565,91879917,828,32,+,1
514565,1629762,828,32,+,1
514565,1632822,828,32,+,1
514565,1632823,828,32,+,1
514566,1373590,829,32,+,1
514566,1394936,830,32,+,1
514565,95924063,831,32,+,1
514565,95924076,831,32,+,1
514565,95924077,831,32,+,1
514565,95924072,831,32,+,1
514565,95924073,831,32,+,1
514565,95924068,831,32,+,1
514565,1626640,832,32,+,1
514565,1632798,832,32,+,1
514565,1632799,832,32,+,1
514565,1631264,832,32,+,1
514575,91880182,833,32,+,1
514575,86404522,833,32,+,1
514575,86404523,833,32,+,1
514575,91879886,833,32,+,1
514575,16078477,833,32,+,1
514575,16078478,833,32,+,1
514575,2204062,833,32,+,1
514575,91879999,833,32,+,1
514575,91880000,833,32,+,1
514575,2202479,833,32,+,1
514575,2202483,833,32,+,1
514575,86404494,833,32,+,1
514575,86404497,833,32,+,1
514575,86404498,833,32,+,1
514575,16078790,833,32,+,1
514575,16078791,833,32,+,1
514575,88262984,833,32,+,1
514575,88262985,833,32,+,1
514565,86454768,833,32,+,1
514565,86454769,833,32,+,1
514565,86454767,833,32,+,1
514565,1625131,834,32,+,1
514565,1626613,834,32,+,1
514565,86695173,834,32,+,1
514565,1626617,835,32,+,1
514575,91879991,836,32,+,1
514575,91879992,836,32,+,1
514565,1628197,836,32,+,1
514565,1628203,837,32,+,1
514565,1639162,838,32,+,1
514565,86230189,839,32,+,1
514565,1629768,840,32,+,1
514565,1629769,841,32,+,1
514565,1626608,842,32,+,1
514565,1625099,843,32,+,1
514575,2205601,844,32,+,1
514575,91879995,845,32,+,1
514575,2205613,846,32,+,1
514575,2205616,846,32,+,1
514575,2205518,846,32,+,1
514575,2205534,847,32,+,1
514575,86404533,847,32,+,1
514575,86404535,847,32,+,1
514575,86404537,847,32,+,1
514575,91880183,847,32,+,1
514575,91880184,847,32,+,1
514575,86404539,847,32,+,1
514575,86404541,847,32,+,1
514575,86404543,847,32,+,1
514575,86404545,847,32,+,1
514575,86404547,847,32,+,1
514575,91879883,847,32,+,1
514575,91879884,847,32,+,1
514575,86404551,847,32,+,1
514575,86404553,847,32,+,1
514575,86404555,847,32,+,1
514575,86404557,847,32,+,1
514575,86404559,847,32,+,1
514575,16007136,847,32,+,1
514575,16007137,847,32,+,1
514575,86404659,847,32,+,1
514575,16007131,847,32,+,1
514575,16007132,847,32,+,1
514575,86404653,847,32,+,1
514575,2207124,847,32,+,1
514575,86404649,847,32,+,1
514575,86404650,847,32,+,1
514575,86404648,847,32,+,1
514575,86404646,847,32,+,1
514575,2207135,847,32,+,1
514575,2207138,847,32,+,1
514575,2207122,847,32,+,1
514575,86404512,848,32,+,1
514575,86404513,848,32,+,1
514575,2200953,849,32,+,1
514565,86454798,850,32,+,1
514565,1631270,851,32,+,1
514565,1626581,852,32,+,1
514565,1626583,853,32,+,1
514565,1626633,854,32,+,1
514565,86454799,855,32,+,1
514565,91879904,855,32,+,1
514565,91879905,855,32,+,1
514565,1632871,855,32,+,1
514565,1628198,856,32,+,1
514575,2202468,856,32,+,1
514575,2202470,856,32,+,1
514575,2200996,856,32,+,1
514565,1628145,857,32,+,1
514565,1626657,858,32,+,1
514565,1626648,858,32,+,1
514565,1628151,858,32,+,1
514565,1628152,858,32,+,1
514565,86230195,858,32,+,1
514566,1394913,859,32,+,1
514566,1373618,860,32,+,1
514566,1373620,860,32,+,1
514565,86454652,861,32,+,1
514565,86454653,861,32,+,1
514565,1632791,862,32,+,1
514565,1626670,862,32,+,1
514565,1626671,862,32,+,1
514565,1628142,862,32,+,1
514565,1628146,862,32,+,1
514565,1628147,862,32,+,1
514565,1628205,863,32,+,1
514566,1391767,864,32,+,1
514566,86454748,865,32,+,1
514566,86454747,865,32,+,1
514566,1376707,865,32,+,1
514566,1376704,865,32,+,1
514566,1376701,865,32,+,1
514566,1393289,865,32,+,1
514566,1393286,865,32,+,1
514566,86454759,865,32,+,1
514566,86454758,865,32,+,1
514566,1373666,865,32,+,1
514566,1373680,865,32,+,1
514566,1375135,865,32,+,1
514566,91880011,865,32,+,1
514566,91880010,865,32,+,1
514566,91880006,865,32,+,1
514566,91880005,865,32,+,1
514566,1373633,865,32,+,1
514565,86454585,865,32,+,1
514565,86454588,865,32,+,1
514565,86454587,865,32,+,1
514565,1632865,865,32,+,1
514565,1632868,866,32,+,1
514565,86454590,866,32,+,1
514565,86454592,866,32,+,1
514565,86454593,866,32,+,1
514566,1373637,866,32,+,1
514566,1394911,866,32,+,1
514566,91880003,866,32,+,1
514566,91880004,866,32,+,1
514566,91880008,866,32,+,1
514566,91880009,866,32,+,1
514566,1375141,866,32,+,1
514566,1373677,866,32,+,1
514566,1373673,866,32,+,1
514566,86454762,866,32,+,1
514566,86454763,866,32,+,1
514566,86454755,866,32,+,1
514566,1393282,866,32,+,1
514566,1393285,866,32,+,1
514566,1376695,866,32,+,1
514566,1376698,866,32,+,1
514566,1376713,866,32,+,1
514566,86454751,866,32,+,1
514566,86454752,866,32,+,1
514566,1391763,866,32,+,1
514565,1632835,867,32,+,1
514565,1632836,867,32,+,1
514565,1634399,868,32,+,1
514565,1634410,868,32,+,1
