RoadName,Cls,Funcls,Length,Loc_Mesh,Loc_Cls,Loc_ID,Mesh,LinkID
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943661
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943662
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943663
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943664
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943665
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943667
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943669
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943671
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943673
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943674
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943675
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943677
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943678
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943679
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943681
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943683
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943685
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943687
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943688
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943689
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943691
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943693
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943695
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943697
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943699
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943701
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943703
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943705
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943706
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943707
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943709
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943711
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943713
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943715
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943717
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943719
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943721
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943723
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943725
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943727
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943729
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943731
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943733
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943735
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943737
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943738
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943739
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943741
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943743
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943745
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943747
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943749
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943751
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943753
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943755
Ｇ２１２,0,0c01,0.000000,0,0,0,494511,15943757
